complaint_id,forum,date,rating,complaint_type,category,complaint_text,url
5095,PissedConsumer (consumer-complaint forum),2/17/2026,,non_grocery_category,general,My account profile verification in not completed in three days Plzz clear this problem *** my phone number,https://blinkit.pissedconsumer.com/review.html?page=353
5096,PissedConsumer (consumer-complaint forum),1/23/2026,,delivery_issues,general,Mera account *** Raha my delivery partner Ho account is not open please help me and this my work in the running please help me and this my call,https://blinkit.pissedconsumer.com/review.html?page=353
5097,PissedConsumer (consumer-complaint forum),11/26/2025,,refund_and_support,general,"Consider it done! I've drafted a message explaining your issue: ""Hi Blinkit Support, I've been charged twice for order 200. Payment deducted twice today at 10:24 PM and 10:32 PM. Screenshot attached. Please refund one payment ASAP."" Blinkbuddy should get this and sort it out soon. Fingers crossed! Want me to do anything else?",https://blinkit.pissedconsumer.com/review.html?page=354
5098,PissedConsumer (consumer-complaint forum),11/2/2025,,product_quality,personal_care_beauty,"I ordered Streax hair serum yesterday on Blinkit, and I received a damaged product which has a leakage in the bottle and the serum pressure button is not working. So kindly replace the new Streax hair serum bottle today.",https://blinkit.pissedconsumer.com/review.html?page=354
5099,PissedConsumer (consumer-complaint forum),10/30/2025,,refund_and_support,personal_care_beauty,"Mera dove shampoo return dala huwa hai, but ab tak koi delivery partner nahi aaya return item. Aur jab tak return nahi hoga, to refund kaise aayega? So, please fast return item and fast refund send my account.",https://blinkit.pissedconsumer.com/review.html?page=354
5100,PissedConsumer (consumer-complaint forum),11/26/2025,,refund_and_support,general,"Sir, I had placed an order on the 19th, but I canceled it and have not received my refund yet. Sir, please transfer my money.",https://blinkit.pissedconsumer.com/review.html?page=354
5101,PissedConsumer (consumer-complaint forum),10/7/2025,,refund_and_support,general,Blinkit app show refund successfully but refund not credited my account yet please provide my refund,https://blinkit.pissedconsumer.com/review.html?page=354
5102,PissedConsumer (consumer-complaint forum),3/24/2026,,refund_and_support,general,I returned 2 packets but refund was given only god one pack for my last order. Chat agent closed the chat without checking if the issue is resolved or not,https://blinkit.pissedconsumer.com/review.html?page=354
5103,PissedConsumer (consumer-complaint forum),3/5/2026,,wrong_or_missing_item,general,"On 28 Feb, I ordered, but it didn't get delivered; it got canceled. I received a message that I will receive the (prepaid) payment within 3 to 5 days, but I didn't receive Rs 560. Kindly help out. Otherwise, I will raise a concern.",https://blinkit.pissedconsumer.com/review.html?page=354
5104,PissedConsumer (consumer-complaint forum),2/17/2026,,other,general,Paymate deduct my account but order cancel my side my money is not back my account so pls back my money,https://blinkit.pissedconsumer.com/review.html?page=354
5105,PissedConsumer (consumer-complaint forum),2/9/2026,,other,general,They don't even pick my call and are not contacting from their end too. They don't even pick my call and are not contacting from their end too. They don't even pick my call and are not contacting from their end too. They don't even pick my call and are not contacting from their end too. They don't even pick my call and are not contacting from their end too.,https://blinkit.pissedconsumer.com/review.html?page=354
5106,PissedConsumer (consumer-complaint forum),2/6/2026,,other,general,"I ordered some items in Blinkit just late at night, about 12 AM. They received my request and sent my order I placed. Very good service.",https://blinkit.pissedconsumer.com/review.html?page=354
5107,PissedConsumer (consumer-complaint forum),11/11/2025,,other,general,I have done the payment in blinkit app amount has been deducted but the order amount not been refunded yet and also it was not showing in the order list,https://blinkit.pissedconsumer.com/review.html?page=354
5108,PissedConsumer (consumer-complaint forum),10/24/2025,,product_quality,general,JK Ajwan is of very bad quality; it is not good and a smell is also coming from inside. Please change the JK Ajwan or return my money.,https://blinkit.pissedconsumer.com/review.html?page=354
5109,PissedConsumer (consumer-complaint forum),2/21/2026,,other,general,I made a transaction and the part of my order was to be revised. My Id got blocked. I am a regular user. Wonder what happened. Please resolve and call me back,https://blinkit.pissedconsumer.com/review.html?page=354
5110,PissedConsumer (consumer-complaint forum),2/5/2026,,refund_and_support,general,"I ordered a product but it has not yet been delivered. I paid the amount, but they have not delivered my product. I can't connect with customer care service.",https://blinkit.pissedconsumer.com/review.html?page=354
5111,PissedConsumer (consumer-complaint forum),1/17/2026,,other,general,This is very bulshit ideia of online shopping And I am very shocked to her service's Her service is very bed,https://blinkit.pissedconsumer.com/review.html?page=354
5112,PissedConsumer (consumer-complaint forum),3/11/2026,,product_quality,general,Have been ordering protein shakes for quite some time. The shapes delivered to me yesterday were rotten. 3 bottles were delivered 2 are sealed as yet. The one I opened is not the same quality delivered to me for weeks earlier.,https://blinkit.pissedconsumer.com/review.html?page=355
5113,PissedConsumer (consumer-complaint forum),3/8/2026,,other,general,my product not recevid i have paid online payment kindly help with my. Please resolve my issue as soon as possible,https://blinkit.pissedconsumer.com/review.html?page=355
5114,PissedConsumer (consumer-complaint forum),3/7/2026,,refund_and_support,general,5 march I'll ordersome product from blinkit But I don't need this product so I'll return this item to blinkit but the refund is not come to my wallet,https://blinkit.pissedconsumer.com/review.html?page=355
5115,PissedConsumer (consumer-complaint forum),1/12/2026,,other,general,My account is deactivated please check and activate slot cancel karne ki wajah se deactivated ho gaya please sir my account activate karwa dijiye,https://blinkit.pissedconsumer.com/review.html?page=355
5116,PissedConsumer (consumer-complaint forum),10/6/2025,,delivery_issues,general,Delivery boy deducted too much money kal bhi maine orders kiye the kal bhi yahi huaa Delivery boy deducted too much money I need your help for return my money and complein delivery boy,https://blinkit.pissedconsumer.com/review.html?page=355
5117,PissedConsumer (consumer-complaint forum),2/21/2026,,other,general,Why Background verification getting error on onboarding. Need proper reason And update it as soon possible,https://blinkit.pissedconsumer.com/review.html?page=355
5118,PissedConsumer (consumer-complaint forum),2/13/2026,,refund_and_support,general,Mne 9 feb ko order placed kiya tha... mne kam *** bhi delivery boy ko 20 bar call Kiya but he didn't pick up the call... customer care chat says location issue hai islie delivery boy nhi aara... very disappointed customer service... I jus want refund my money...ab order nhi chahiye qki location toh same hi hai meri...ab kaise aa jayega delivery boy...i just want my money back...,https://blinkit.pissedconsumer.com/review.html?page=355
5119,PissedConsumer (consumer-complaint forum),11/25/2025,,other,general,I have received wrong items.and I don't like quality of my product.i have red patota but received wr,https://blinkit.pissedconsumer.com/review.html?page=355
5120,PissedConsumer (consumer-complaint forum),3/14/2026,,other,general,Agent behaviour not good and message on whatsapp regarding money and say that not order on blinkit u dont have money,https://blinkit.pissedconsumer.com/review.html?page=355
5121,PissedConsumer (consumer-complaint forum),3/8/2026,,non_grocery_category,baby,I did not receive adult diaper Which is important for me.immediately. try to deliver it as soon as possible,https://blinkit.pissedconsumer.com/review.html?page=355
5122,PissedConsumer (consumer-complaint forum),2/6/2026,,other,general,The call was disconnected and caller dint even respond properly please pay attention to the customer,https://blinkit.pissedconsumer.com/review.html?page=355
5123,PissedConsumer (consumer-complaint forum),3/6/2026,,wrong_or_missing_item,general,"March 1: I ordered for Navi Mumbai ***. Order cancelled for area block (Modi meeting). Delivery boy, please cancel the order, but still I didn't receive my money. Why???",https://blinkit.pissedconsumer.com/review.html?page=355
5124,PissedConsumer (consumer-complaint forum),2/9/2026,,other,general,Work location not changed at this time please resolve my issue early to early after resolve my issue than confirm me,https://blinkit.pissedconsumer.com/review.html?page=355
5125,PissedConsumer (consumer-complaint forum),2/7/2026,,other,general,"They don't pick up the calls, they don't respond to chatbots, and also when I complained about a missing label on the bottle, my product wasn't exchanged or returned. However, it is very dangerous to consume any such product without any labels, especially eatables.",https://blinkit.pissedconsumer.com/review.html?page=355
5126,PissedConsumer (consumer-complaint forum),1/15/2026,,other,general,Item (3 liter mustard oil) was missing from my order done on 13th January 2026 and not getting support.,https://blinkit.pissedconsumer.com/review.html?page=356
5127,PissedConsumer (consumer-complaint forum),11/5/2025,,refund_and_support,general,The money was deducted for an order from my account but the order was failed and I havent received my money back yet .,https://blinkit.pissedconsumer.com/review.html?page=356
5128,PissedConsumer (consumer-complaint forum),11/5/2025,,other,general,Background verification failed. Please solve my problem. I am working on it and I don't know the reason for the problem.,https://blinkit.pissedconsumer.com/review.html?page=356
5129,PissedConsumer (consumer-complaint forum),10/26/2025,,refund_and_support,general,Delivery person told I will refund your money within 2 hours but 6 to 8 hours aslo amount not refund,https://blinkit.pissedconsumer.com/review.html?page=356
5130,PissedConsumer (consumer-complaint forum),3/5/2026,,other,general,"I was paying for one product, but I had a call, so after I disconnected the call, I had paid, but my order was not processed. After that, I had to re-pay and order the product.",https://blinkit.pissedconsumer.com/review.html?page=356
5131,PissedConsumer (consumer-complaint forum),2/13/2026,,refund_and_support,general,"I placed an order for a pendrive worth 2879, and I made the payment online, but I didn't receive the order, and neither did I get my money back. So please help me with it.",https://blinkit.pissedconsumer.com/review.html?page=356
5132,PissedConsumer (consumer-complaint forum),1/13/2026,,other,general,"I ordered a thermometer cell, but it came with a big battery. I don't want this. I am in a very critical condition; I am suffering from a fever. That's why I ordered the thermometer battery.",https://blinkit.pissedconsumer.com/review.html?page=356
5133,PissedConsumer (consumer-complaint forum),12/1/2025,,other,general,Boat party pal 63 pro charging warranty menu book wireless macro not give aux cabel and not give me invoice,https://blinkit.pissedconsumer.com/review.html?page=356
5134,PissedConsumer (consumer-complaint forum),3/13/2026,,non_grocery_category,general,Hum 1500 ka saman liye hai aur delevery jo lekar aaya hai wo humse 2000 lekar bhag gaya hai phone karne par aa nahi raha hai,https://blinkit.pissedconsumer.com/review.html?page=356
5135,PissedConsumer (consumer-complaint forum),2/5/2026,,refund_and_support,general,There's no customer care number where to get in touch with executive. Pathetic and delivery partners are also pathetic,https://blinkit.pissedconsumer.com/review.html?page=356
5136,PissedConsumer (consumer-complaint forum),2/5/2026,,other,general,"I have just purchased a platter and I want to return it, how can I return? I am not received bill of this product",https://blinkit.pissedconsumer.com/review.html?page=356
5137,PissedConsumer (consumer-complaint forum),1/15/2026,,other,general,"3 liters of fortune mustard oil were missing from my order made on 13th January 26, and I am not getting support.",https://blinkit.pissedconsumer.com/review.html?page=356
5138,PissedConsumer (consumer-complaint forum),11/9/2025,,other,general,"The payment is done, and the order is not placed even after the transaction. The order is CRT289********",https://blinkit.pissedconsumer.com/review.html?page=356
5139,PissedConsumer (consumer-complaint forum),10/9/2025,,other,general,"My id is disabled, I am dosarable to work properly in blinkit store . Sir I want to enable my id to work with better experience",https://blinkit.pissedconsumer.com/review.html?page=356
5140,PissedConsumer (consumer-complaint forum),2/10/2026,,wrong_or_missing_item,electronics,"I ordered a headphone worth 654, and when I came to me, I got to know that one side of the bud is not working. So I complained about it, and it got returned again. But after that, it has been 1 week, and I didn't get my money refunded to my wallet. I want my money refunded urgently.",https://blinkit.pissedconsumer.com/review.html?page=356
5141,PissedConsumer (consumer-complaint forum),2/5/2026,,refund_and_support,general,The company needs to help me get the money back.Refund was not initiated .Want it back within 24 hrs,https://blinkit.pissedconsumer.com/review.html?page=357
5142,PissedConsumer (consumer-complaint forum),2/4/2026,,other,general,Can you please call back? Delivery partners of Blinkit are very poor. They do not know all the places and neither do they call back the customer.,https://blinkit.pissedconsumer.com/review.html?page=357
5143,PissedConsumer (consumer-complaint forum),11/22/2025,,refund_and_support,general,"I did the payment twice. One payment was not executed, nor was the order placed, and I did the payment twice. Blinkit sent me an SMS that we will refund your money, but I have not gotten my refund.",https://blinkit.pissedconsumer.com/review.html?page=357
5144,PissedConsumer (consumer-complaint forum),11/11/2025,,other,general,I am just waiting for your call... About franchise..I am from Hyderabad.. I filled application..at last Saturday.,https://blinkit.pissedconsumer.com/review.html?page=357
5145,PissedConsumer (consumer-complaint forum),3/6/2026,,other,general,"My payment has not come; it is showing 6 to 7 days. I will receive your money, but my money has not been received. My issue is not solved.",https://blinkit.pissedconsumer.com/review.html?page=357
5146,PissedConsumer (consumer-complaint forum),11/18/2025,,other,general,"Today I have ordered Cadbury Bournville 228 grams for rupees 336 and one flower for 249. It was supposed to be delivered in Hyderabad. In Cadbury, it should have three chocolates, but only two are there; one is missing, and the packing was also not so good. Please arrange for the return of the Cadbury Bournville 228 grams.",https://blinkit.pissedconsumer.com/review.html?page=357
5147,PissedConsumer (consumer-complaint forum),3/12/2026,,other,general,Sar Maine keyboard aur mouse wireless mouse order kiya tha jismein inter type karne per Q type ho raha hai Ham product ko badalna chahte Hain,https://blinkit.pissedconsumer.com/review.html?page=357
5148,PissedConsumer (consumer-complaint forum),3/12/2026,,other,general,I did not recieve the bonus of the slot I want to receive it as soon as possible So please check the issue and revert back,https://blinkit.pissedconsumer.com/review.html?page=357
5149,PissedConsumer (consumer-complaint forum),3/5/2026,,non_grocery_category,pharmacy_health,"Medicine was ordered, but the parcel contained no medicine, only bread. Please contact me on my mobile number as soon as possible for delivery of the rest of the items.",https://blinkit.pissedconsumer.com/review.html?page=357
5150,PissedConsumer (consumer-complaint forum),3/1/2026,,product_quality,general,"I have ordered an potronics company laptop stand after I received it was slightly broken, so I returned it and take n another one, after taking that I got more damaged one than the first one, so I went through the Blinkit costumer contact and returned it, they said that you will get a coupon code regarding the same price. So till now i dint received any coupon till now. Please help me regarding this issue. Thank you",https://blinkit.pissedconsumer.com/review.html?page=357
5151,PissedConsumer (consumer-complaint forum),2/9/2026,,other,general,"I want to talk to you guys because your Asansol blanket service is not working since yesterday, it is showing me as currently unavailable, why is this so, help me out",https://blinkit.pissedconsumer.com/review.html?page=357
5152,PissedConsumer (consumer-complaint forum),11/4/2025,,other,general,"I have ordered an olive oil, and if I call or message to return it, they can't respond to me. Please return this product.",https://blinkit.pissedconsumer.com/review.html?page=357
5153,PissedConsumer (consumer-complaint forum),11/24/2025,,other,general,I just want to return the item it is not a reusable paper it is only for a wrapping purpose to wrape a food items,https://blinkit.pissedconsumer.com/review.html?page=357
5154,PissedConsumer (consumer-complaint forum),9/4/2025,,other,groceries_fresh,I want to replace my order I got wrong product I ordered katrani Arwa chawal ...I got Arwa chawal which have thick rice ...I want thin rice,https://blinkit.pissedconsumer.com/review.html?page=357
5155,PissedConsumer (consumer-complaint forum),3/15/2026,,refund_and_support,general,A million dollar company with on official customer care number. How can a sane being trust a platform with million dollars company without official customer care number. Are they ashamed of accepting their mistakes? if they don't have the courage to accept or own their mistakes then how they can claim to improve their services. I have no trust on this BLINKIT anymore.,https://blinkit.pissedconsumer.com/review.html?page=358
5156,PissedConsumer (consumer-complaint forum),3/11/2026,,refund_and_support,personal_care_beauty,I ordered 2 face wash but one face wash was missing in this box so I say return my money and I don't need this product i want refund ... Call me on. ...***,https://blinkit.pissedconsumer.com/review.html?page=358
5157,PissedConsumer (consumer-complaint forum),3/6/2026,,other,general,Blanket add money order booking pay problem payment is not available available please check this my amount what is problem,https://blinkit.pissedconsumer.com/review.html?page=358
5158,PissedConsumer (consumer-complaint forum),2/19/2026,,other,general,"Ordered chia seeds on 12 th February . There is loose soil in it . It is not edible . It was opened and used in 3 servings , cannot consume it .",https://blinkit.pissedconsumer.com/review.html?page=358
5159,PissedConsumer (consumer-complaint forum),3/6/2026,,wrong_or_missing_item,general,I have ordered 3 time but not delivered till now. I am very disappointed your service and our waste of time,https://blinkit.pissedconsumer.com/review.html?page=358
5160,PissedConsumer (consumer-complaint forum),3/3/2026,,other,general,"We placed an order for a hair straightener on Blinkit. However, after delivery, we decided not to keep the product. We have not opened the box. Kindly assist us with the return process. Thank you.*** ***",https://blinkit.pissedconsumer.com/review.html?page=358
5161,PissedConsumer (consumer-complaint forum),2/14/2026,,refund_and_support,general,"I have ordered today but not delivered and in app it's reflecting as delivered, kindly cancel order and refund money",https://blinkit.pissedconsumer.com/review.html?page=358
5162,PissedConsumer (consumer-complaint forum),2/7/2026,,refund_and_support,general,"Order Id: #ORD8604689****, this is my order id & I want to cancel my order & refund my cash into my same upi id, the reason of the cancel is delivery address was wrong,",https://blinkit.pissedconsumer.com/review.html?page=358
5163,PissedConsumer (consumer-complaint forum),3/4/2026,,refund_and_support,general,Wrongly returned one mysore *** along with one ***. Got money back for besan laddoo. But we want either a fresh piece of mysore pak back or the money to be returned to us.,https://blinkit.pissedconsumer.com/review.html?page=358
5164,PissedConsumer (consumer-complaint forum),2/27/2026,,refund_and_support,general,"Item was missing. And when I asked for the product to deliver, they were not ready for that, and they were asking that they would refund the product amount. When we order, it asks for a minimum order of 200/-, and now they will refund 13/-; it's not fair. There is no contact support, too.",https://blinkit.pissedconsumer.com/review.html?page=358
5165,PissedConsumer (consumer-complaint forum),2/13/2026,,refund_and_support,general,I was supposed to receive 199 rs refund from blinkit but I still didn't receive it. Please help me get my refund. Thank you.,https://blinkit.pissedconsumer.com/review.html?page=358
5166,PissedConsumer (consumer-complaint forum),12/10/2025,,refund_and_support,snacks_beverages,On the 1st december.i have ordered my snacks . And later I have cancel it. But I have not receive my refund. Back .,https://blinkit.pissedconsumer.com/review.html?page=358
5167,PissedConsumer (consumer-complaint forum),3/5/2026,,wrong_or_missing_item,general,My material was not delivered. The delivery parcel is abusing me and has not delivered my product. Please solve this problem fast.,https://blinkit.pissedconsumer.com/review.html?page=358
5168,PissedConsumer (consumer-complaint forum),2/28/2026,,refund_and_support,general,"I have ordered a stand for watering to Shiv Ji, but I received a very small size, which I did not expect. Please return my order and refund my money. I am complaining repeatedly with the blanket app, but it is not happening. Please help me with this so that I can return my order and get a refund.",https://blinkit.pissedconsumer.com/review.html?page=359
5169,PissedConsumer (consumer-complaint forum),2/17/2026,,wrong_or_missing_item,general,"Your delivery partner said that I will deliver your order, but the order was not delivered to me last night, and your delivery partner used abusive language and a lot of gali, which is not good for me.",https://blinkit.pissedconsumer.com/review.html?page=359
5170,PissedConsumer (consumer-complaint forum),2/9/2026,,other,general,I have ordered different product and got something else and no one is ble to help for my query hae blink it ruined my dy,https://blinkit.pissedconsumer.com/review.html?page=359
5171,PissedConsumer (consumer-complaint forum),1/14/2026,,wrong_or_missing_item,general,I had ordered an ***'s baby cream which was expired item i didn't get the correct item till and my money is also not refunded,https://blinkit.pissedconsumer.com/review.html?page=359
5172,PissedConsumer (consumer-complaint forum),11/9/2025,,delivery_issues,general,I changed my address but my address is not changed on delivery boy's phone please fix this please change delivery boy,https://blinkit.pissedconsumer.com/review.html?page=359
5173,PissedConsumer (consumer-complaint forum),10/12/2025,,product_quality,general,"Are you kidding me, Blinkit?! I'm a loyal customer who orders from you almost daily, and this is the kind of 'Diwali Bonus' you offer? A card with expired offers from July 2025? It's clear you're just trying to fool customers with false promises. What's the point of sending a Diwali Bonus Card if all the offers are already expired? Your marketing gimmicks are not appreciated. Sort this out and provide real value to your customers. This is ridiculous!",https://blinkit.pissedconsumer.com/review.html?page=359
5174,PissedConsumer (consumer-complaint forum),10/10/2025,,other,general,Atch box is already unpacked when I opened my parcel watch box is checked in so please give me my parcel watch box,https://blinkit.pissedconsumer.com/review.html?page=359
5175,PissedConsumer (consumer-complaint forum),9/26/2025,,refund_and_support,general,"First of all, I want my refund for my payment, which I had paid for my order, but the order is not placed. They were saying to me that I need to retry the payment, which I'm not doing. I am very unsatisfied with your service. Please do something regarding my payments or my order.",https://blinkit.pissedconsumer.com/review.html?page=359
5176,PissedConsumer (consumer-complaint forum),10/20/2025,,refund_and_support,general,"I placed an order from Blinkit. Payment has been made twice on one order by mistake, or the delivery boy did not inform us. Payment has already been made, so please refund my amount.",https://blinkit.pissedconsumer.com/review.html?page=359
5177,PissedConsumer (consumer-complaint forum),10/1/2025,,other,general,Poor Horrible service false exchange policy not even picked up for exchange status show its exchanged,https://blinkit.pissedconsumer.com/review.html?page=359
5178,PissedConsumer (consumer-complaint forum),3/5/2026,,delivery_issues,general,Your delivery boy misbehave and abusing during the call his number phone is *** kindly take an hard action against ***,https://blinkit.pissedconsumer.com/review.html?page=359
5179,PissedConsumer (consumer-complaint forum),2/27/2026,,refund_and_support,groceries_fresh,The quality of flour was disgusting. I didn't expect this from Blinkit. It's very hard for customers to register a complaint regarding the product's quality.,https://blinkit.pissedconsumer.com/review.html?page=359
5180,PissedConsumer (consumer-complaint forum),1/20/2026,,other,general,Not connect call.. It's cut very bad service.. I need to talk agent but not any number is there in app,https://blinkit.pissedconsumer.com/review.html?page=359
5181,PissedConsumer (consumer-complaint forum),12/30/2025,,refund_and_support,general,I thought I could reach customer service 24/7. I am sitting in the Blinkit warehouse for a return. But they can't do it or do they give a customer service number? What are my options? Can I return it or not? Please let me know if I can return it or not. It's up to your customer service. My phone accepts only a type C headset.,https://blinkit.pissedconsumer.com/review.html?page=359
5182,PissedConsumer (consumer-complaint forum),11/21/2025,,refund_and_support,general,"I have faced the refund process many times; today, I am facing this problem again. Please resolve my issue. I am your daily customer.",https://blinkit.pissedconsumer.com/review.html?page=359
5183,PissedConsumer (consumer-complaint forum),11/3/2025,,refund_and_support,general,"I am waiting for my refund, I have a very bad experience in blinket's Shopping and Please give me back my refund",https://blinkit.pissedconsumer.com/review.html?page=360
5184,PissedConsumer (consumer-complaint forum),10/16/2025,,other,general,"Original review updated Oct 16, 2025",https://blinkit.pissedconsumer.com/review.html?page=360
5185,PissedConsumer (consumer-complaint forum),3/5/2026,,other,general,I ordered cigarette worth of Rs 253 but order failed...and money is deducted from the account..so what do ido,https://blinkit.pissedconsumer.com/review.html?page=360
5186,PissedConsumer (consumer-complaint forum),3/3/2026,,refund_and_support,general,"I have ordered from online shopping worth 376 Rs 5 days ago. It said we will refund my amount within 3-5 days, but still, I didn't receive my money. Please refund my amount.",https://blinkit.pissedconsumer.com/review.html?page=360
5187,PissedConsumer (consumer-complaint forum),12/20/2025,,product_quality,general,My product is damaged .product is return ya changed I have fresh product deliver me this time I hope my problem is solved blinkit,https://blinkit.pissedconsumer.com/review.html?page=360
5188,PissedConsumer (consumer-complaint forum),3/1/2026,,other,groceries_fresh,"Today we are ordering 3 items society masala tea,tata sampana toor dal and *** sugar.but only 1 item society masala tea was delivered and show all itema are delivered..there is no help line no to call . Order placed from *** this no",https://blinkit.pissedconsumer.com/review.html?page=360
5189,PissedConsumer (consumer-complaint forum),2/12/2026,,refund_and_support,general,"Call does not connected,bIm trying to since 2 you . Still they are not continng me. Customer care number is not working",https://blinkit.pissedconsumer.com/review.html?page=360
5190,PissedConsumer (consumer-complaint forum),11/8/2025,,refund_and_support,general,Oder was not conformed but payment was done and the was debited from my account i need my money back please contact md,https://blinkit.pissedconsumer.com/review.html?page=360
5191,PissedConsumer (consumer-complaint forum),8/18/2025,,other,general,"Updated by user Aug 18, 2025",https://blinkit.pissedconsumer.com/review.html?page=360
5192,PissedConsumer (consumer-complaint forum),3/10/2026,,refund_and_support,general,Refund not received Pls call me Its urgent Previous refund issue Trying to call you from long but unable to connect,https://blinkit.pissedconsumer.com/review.html?page=360
5193,PissedConsumer (consumer-complaint forum),3/4/2026,,refund_and_support,general,Yesterday I am order product replacement change product but not available product delivery partner collect product but not refund,https://blinkit.pissedconsumer.com/review.html?page=360
5194,PissedConsumer (consumer-complaint forum),2/28/2026,,other,general,"I ordered tender coconut, but in last two orders , I got a very bad tender coconut. Not able to drink it. I am ,9 months pregnant, I am unable to drink it, in fact no one can drink . Not satisfied totally. Want a replacement",https://blinkit.pissedconsumer.com/review.html?page=360
5195,PissedConsumer (consumer-complaint forum),1/13/2026,,wrong_or_missing_item,snacks_beverages,I ordered one chocolate. But it was not received by me. And I didn't get any calls and msgs. But it's showing delivered.,https://blinkit.pissedconsumer.com/review.html?page=360
5196,PissedConsumer (consumer-complaint forum),10/20/2025,,refund_and_support,general,"I have made two payments on one order, so please refund me only one amount. The delivery boy should be informed that your payment has been received.",https://blinkit.pissedconsumer.com/review.html?page=360
5197,PissedConsumer (consumer-complaint forum),3/10/2026,,delivery_issues,general,My parcel has not received yet and payment deduct but delivery partner said I am already giving to blinking department in offfice,https://blinkit.pissedconsumer.com/review.html?page=360
5198,PissedConsumer (consumer-complaint forum),11/26/2025,,other,groceries_fresh,"I got an expiry product. The shelf life is too less, and they said its Taaza. Its not Taza Paneer. Suddenly, I checked, and Im regretting what if I if I eat this product?",https://blinkit.pissedconsumer.com/review.html?page=361
5199,PissedConsumer (consumer-complaint forum),11/8/2025,,other,general,I Blink it pocket money and I can't use money for buy some products Please solve this problem I can't not be usee,https://blinkit.pissedconsumer.com/review.html?page=361
5200,PissedConsumer (consumer-complaint forum),11/7/2025,,other,general,Order rupees is 319 he said i do not have change so please do payment I said ok i gave me 300cash 30rs online including 10 rs as tip.,https://blinkit.pissedconsumer.com/review.html?page=361
5201,PissedConsumer (consumer-complaint forum),2/1/2026,,product_quality,general,PRODUCT IS DEFECTIVE I HAVE SHARE VIDEOS FROM LAST MORE THAN ONE HOURAND YOU ARE SAYING ONCE AGAIN SEND THE VIDEO WHAT A RUBBISH I WILL GOING TO COMPLAIN AGAIST BLINKIT FOR THIS THIS I WILL *** MINUS POINT FOR THIS LOWEST AND POOOOOREST SERVICES FROM BLINKIT MY MOBILE NO IS 960499****AND 962313**** AND YOU ARE SAYING MY PHONE NO IS NOT CONNECTED PLEASE SEE ABOVE 3 VIDEOS AND CALL ME OR RETURN MY MONEY AND PICK UP YOUR PRODUCT . VERY VERY DISAPPOINTED FROM YOU,https://blinkit.pissedconsumer.com/review.html?page=361
5202,PissedConsumer (consumer-complaint forum),1/30/2026,,refund_and_support,general,"I didn't get my refund. I ordered 8 days ago and I cancelled it because it was an hour late then. They told me the refund would get to my bank after 4 days. Now I have waited double the days, but still I didn't get anything. I complained multiple times on the app and web but got no response. Please improve your service; we pay you without a second thought every time. You need to take care of us too.",https://blinkit.pissedconsumer.com/review.html?page=361
5203,PissedConsumer (consumer-complaint forum),9/5/2025,,other,general,"Updated by user Sep 05, 2025",https://blinkit.pissedconsumer.com/review.html?page=361
5204,PissedConsumer (consumer-complaint forum),3/20/2026,,non_grocery_category,general,"Phone number wrong does not connect, update the number its does not work the call does not connect the number needs to be updated",https://blinkit.pissedconsumer.com/review.html?page=361
5205,PissedConsumer (consumer-complaint forum),3/10/2026,,other,general,I ordered the electric brush but recieve only head of brush not body so I change it and want to buy electric brush,https://blinkit.pissedconsumer.com/review.html?page=361
5206,PissedConsumer (consumer-complaint forum),3/4/2026,,other,general,Your delivery person has rejected delivering the parcel at the place as we talked on the call regarding this.,https://blinkit.pissedconsumer.com/review.html?page=361
5207,PissedConsumer (consumer-complaint forum),3/9/2026,,other,general,"I'm palcing of 259 but my total amount showing 327,, why 68 delivery charges extra add,, better we no need to order in Blinkit any more",https://blinkit.pissedconsumer.com/review.html?page=361
5208,PissedConsumer (consumer-complaint forum),2/2/2026,,refund_and_support,general,Worst service. 18th January I ordered 1700 / bill. Money debited. Order canceled. Still not my money.,https://blinkit.pissedconsumer.com/review.html?page=361
5209,PissedConsumer (consumer-complaint forum),1/14/2026,,other,general,No one talked to me and suddenly disconnected. The most nasty service. I atleast expected someone Will help me over call,https://blinkit.pissedconsumer.com/review.html?page=361
5210,PissedConsumer (consumer-complaint forum),11/27/2025,,product_quality,general,Broken order please help return the order or solve it. Im not able to connect on app. I dont need the broken product,https://blinkit.pissedconsumer.com/review.html?page=361
5211,PissedConsumer (consumer-complaint forum),10/19/2025,,refund_and_support,general,I have not received the refund of two payments still. The payment was as follows: 7010 on 27.09.2025 04:10 pm Upi reference no. 527016****50 7188 on 27.09.2025 03:36 pm Upi reference no. 101554****84 I have messaged and spoke earlier with blinkit customer service but very disappointed. Please help as soon as possible,https://blinkit.pissedconsumer.com/review.html?page=361
5212,PissedConsumer (consumer-complaint forum),1/8/2026,,non_grocery_category,general,"I replaced my order, but *** hasn't refunded my account. I have called the customer line as well, but they are also not picking up my phone now. I don't even know what procedure I should follow now, as there is no reply to my emails from the other side.",https://blinkit.pissedconsumer.com/review.html?page=361
5213,PissedConsumer (consumer-complaint forum),1/31/2026,,other,general,No answer of call no good agents to pick call my order is not received but my money is deducted from my account,https://blinkit.pissedconsumer.com/review.html?page=362
5214,PissedConsumer (consumer-complaint forum),12/7/2025,,other,general,I placed an order 5 days ago and paid for the product. The delivery agent called and told me he is not able to deliver and asked me to cancel the order and order the same again. I told him that I cannot do that and asked him to speak to his office. I still have not received the product.,https://blinkit.pissedconsumer.com/review.html?page=362
